Type,Alcohol,Malic_Acid,Ash,Ash_Alcalinity,Magnesium,Total_Phenols,Flavanoids,Nonflavanoid_Phenols,Proanthocyanins,Color_Intensity,Hue,OD280_OD315,Proline
B,11.93,3.24,2.67,20.73,115.17,1.97,2.88,1.13,1.85,3.28,1.12,3.55,605.45
B,12.79,3.72,2.8,18.13,120.7,1.83,2.57,0.77,1.03,3.62,1.54,3.56,509.79
B,12.53,3.21,3.16,19.14,119.59,2.67,2.2,1.05,1.45,5.33,1.85,4.12,633.32
B,12.77,3.24,2.78,20.75,120.37,1.91,1.38,1.29,1.78,4.25,1.69,3.65,677.37
B,12.58,3.11,2.65,20.35,117.18,2.34,2.76,1,2.73,3.8,1.89,4.38,527.67
B,12.58,1.88,2.54,14.93,145.44,2.07,3.68,0.86,2.88,3.62,1.07,3.8,784.89
B,13.31,1.35,2.09,15.31,137.62,2.83,2.53,0.82,4.63,3.42,2.06,2.96,862.23
B,12.43,1.47,2.54,17.12,143.21,2.56,3.04,0.91,3.28,5.69,1.25,3.93,844.25
B,12.94,1.9,2.51,16.88,143.86,1.98,3.1,0.73,3.75,4.63,1.47,3.82,834.28
B,12.9,1.55,2.78,17.69,136.22,2.11,3.76,0.38,3.3,6.25,1.9,2.79,837.54
B,12.95,1.86,2.48,16.43,136.11,2.64,3.23,0.46,3.4,6.02,1.44,2.32,896.89
B,12.38,1.09,2.24,16.89,138.38,2.06,2.46,0.94,4.1,5.27,1.06,4.16,899.64
B,13.01,1.09,2.8,17.12,142.31,2.46,2.13,0.37,4.15,5.25,1.37,2.63,876.54
B,12.4,1.02,2.82,15.12,143.45,2.4,1.88,0.76,4.04,6.31,2.04,3.65,863.47
B,12.36,1.08,2.35,16.41,138.44,2.57,2.47,1.17,3.41,6.04,1.7,2.34,846.58
B,12.91,1.03,2.8,16.61,137.77,2.52,2.6,1.03,4.45,5.14,1.82,4.21,763.83
B,12.61,1.11,2.54,16.98,143.56,2,2.98,0.9,3.45,4.37,2.03,3.25,930.65
B,12.92,1.27,2.83,17.47,144.06,2.58,2.61,0.63,3.5,4.63,1.3,2.93,861.57
B,12.47,1.81,2.58,15.85,140.81,2.15,3.69,1.22,3.6,4.33,1.72,3.47,856.16
B,12.48,1.63,2.75,16.98,142.39,2.07,2.62,0.69,3.22,5.09,1.59,3.4,813.59
B,12.71,1.6,2.74,17.06,143.94,2.62,3.43,0.45,2.87,6.28,1.6,2.36,891.8
B,12.37,1.42,2.04,17.16,142.61,2.77,2.29,0.59,4.05,4.8,1.57,2.34,946.69
B,12.82,1.02,2.25,15.54,145.71,2.31,3.14,1.35,2.84,4.62,1.74,2.93,793.82
B,12.82,1.6,2.04,17.18,140.71,2.19,3.07,0.78,3.74,4.55,1.17,3.01,795.99
B,13.14,1.53,2.49,17.45,141.04,2.04,2.01,1.11,3.15,4.03,1.6,3.2,782.36
B,13.56,4.81,2.63,23.05,107.24,3.65,3.51,0.49,3.83,4.38,1.49,4.87,631.31
B,13.55,4.53,3.27,25.66,102.83,2.94,2.63,0.78,2.05,4.44,1.4,3.25,508.9
B,13.67,4.11,2.54,25.96,102.12,3.25,4.34,1.18,2.65,3.9,1.95,4.87,637.16
B,13.24,4.75,2.48,23.17,101.65,2.99,4.5,0.76,3.31,4.46,1.52,5.12,476.62
B,13.35,3.98,2.66,24.67,104.17,3.78,2.72,1.33,2.9,5.52,2.01,4.78,611.56
B,13.1,4.71,3.37,25.56,107.3,3.52,3.69,0.47,3.01,3.15,1.68,4.07,640.9
B,13.38,4.4,3.12,25.33,102.11,3.17,3.87,0.84,2.73,3.46,2.17,3.45,578.25
B,13.22,4.39,2.72,23.82,109.71,3.54,4.33,0.51,2.62,3.53,2.16,4.07,625.97
B,13.09,4.3,2.65,25.39,107.88,3.78,3.78,0.44,1.95,3.75,1.85,4.91,575.27
B,13.41,4.25,3.27,24.21,107.8,3.32,3.3,0.84,2.27,3.02,1.57,3.93,494.2
B,13.01,4.18,2.63,24.56,107.97,3.23,3.39,0.7,2.97,4.77,1.99,3.6,523.97
B,13.31,4.42,3.1,24.34,110.08,3.18,4.34,0.89,3.12,5.46,1.89,4.82,497.77
B,13.35,4.84,2.86,24.4,101.93,3.04,4.32,1.1,2.18,2.95,1.95,4.99,604.52
B,13,4.81,3,24.68,110.43,3.76,3.7,0.64,3.24,5.03,1.43,4.06,486.72
B,13.58,4.3,3.22,24.8,103.72,3.41,3.29,0.66,2.57,3.58,1.28,4.18,527.22
B,13.14,4.25,2.64,24.8,103.41,3.6,3.94,0.79,2.39,3.01,2.07,3.75,604.7
B,13.21,4.65,2.6,24.75,107.29,3.1,3.03,1.41,3.73,3.71,1.82,4,510.02
B,12.9,4.41,2.98,24.05,101.3,3.72,3.47,0.59,2,2.9,1.88,3.23,490.62
B,12.79,3.87,2.6,25.06,104.53,2.93,2.95,1.27,3.4,3.98,1.27,3.89,494.87
B,13.28,4.49,3.25,25.92,105.99,3.34,2.61,0.73,3.26,4.31,1.69,4.67,626.39
B,12.64,1.08,2.99,21.16,92.17,2.59,2.49,0.62,2.85,2.86,2.16,4.35,361.57
B,12.59,0.97,2.98,20.43,92.96,2.55,3.14,0.99,2.54,3.44,1.54,4.07,452.08
B,12.94,1.76,2.28,19.14,87.98,2.47,3.4,1.02,2.47,5.24,1.92,4.62,303.43
B,12.9,1.5,2.67,20.75,88.96,2.49,3.64,0.83,3.02,4.19,1.39,4.24,415.57
B,12.47,1.7,2.2,20.04,89.71,2.48,3.22,0.89,3.02,4.1,2.1,3.92,367.29
B,12.39,1,2.6,19.17,87.75,3.04,3.74,0.58,3.38,2.87,1.97,4.93,359.36
B,12.7,1.33,2.82,21.44,95.84,2.77,3.03,0.62,3.11,3.01,1.45,4.79,411.06
B,12.95,0.99,2.08,21.62,88.33,2.49,3.18,0.96,1.92,5.4,1.55,4.63,301.92
B,12.35,1.16,2.93,21.33,94.47,3.17,3.65,0.9,1.74,4.66,1.83,3.42,472.97
B,12.28,1.91,2.08,21.6,90.72,3.26,3.94,0.46,3.25,3.44,1.6,4.2,469.82
B,12.39,1.66,2.59,20.36,91.27,2.74,3.86,1.19,1.66,4.76,2.06,4.39,443.97
B,12.55,1.21,2.66,20.86,91.12,2.68,3.89,0.69,1.89,2.71,1.49,5.1,401.22
B,12.71,1.36,2.72,19.4,91.24,2.52,2.64,0.75,2.37,3.94,1.48,4.24,389.89
B,12.31,1.67,2.79,21.11,92.44,3.36,2.63,1.1,2.08,4.55,2.11,5.03,341.53
B,12.56,1.78,2.07,19.38,91.77,3.18,2.27,0.57,2.1,5.37,1.54,4.28,314.82
B,12.08,1.86,2.98,21.6,87.53,2.82,3.04,1.09,2.95,4.75,2.03,3.46,341.83
B,12.52,1.17,2.45,20.04,86.5,2.7,2.41,1.2,1.96,2.83,2.11,3.95,371.88
B,12.41,1.26,2.22,21.72,94.54,3.04,2.46,0.31,1.81,5.28,1.98,3.6,367.67
B,12.61,1.27,2.67,19.96,87.65,3.17,2.53,1.1,2.63,2.67,2.37,4.12,437.16
B,12.73,0.97,2.84,20.85,90.52,2.57,2.92,1,3.02,3.05,2.15,4.96,434.99
B,13.37,2.75,2.23,19.59,90.15,2.86,3.13,0.58,3.02,4.83,1.47,4.75,904.89
B,12.91,2.26,2.28,19.57,87.76,3.01,3.12,0.84,2.1,4.78,1.51,4.12,823.89
B,13.34,2.5,2.97,19.18,87.83,2.37,3.95,0.7,1.93,4.92,1.18,3.18,905.28
B,13.23,2.32,2.49,20.18,89.69,2.23,2.9,0.35,2.79,4.82,1.93,3.61,759.16
B,13.22,1.95,3,21.75,93.71,3.06,4.51,0.82,1.89,4.53,2.13,4.26,873.29
B,12.9,1.86,2.28,19.1,87.76,2.99,4.34,0.75,2.12,6,1.35,4,730.39
B,13.4,2.79,2.52,21.71,89.26,2.94,3.8,1.21,2.59,4.13,1.58,4.15,760.16
B,13.5,2.74,2.55,20.94,88.24,3.16,2.93,0.34,3.26,4.34,2.05,4.72,804.02
B,12.96,1.95,2.77,18.83,88.56,2.42,3.66,0.51,2.04,5.69,1.22,4.25,755.06
B,12.82,2.25,2.92,21.8,89.45,2.96,3.91,1.16,2.02,5.35,1.99,4.4,767.47
B,12.98,2.79,3.2,20.68,90.69,2.38,2.69,0.38,2.05,4.21,1.57,4.57,788.35
B,13.25,2.66,2.58,19.73,89.32,2.49,3.88,0.87,2.49,4.24,2.06,3.4,725.31
B,13.02,1.97,2.95,20.66,92.75,2.94,3.74,0.31,1.92,4.38,1.43,4.38,717.93
B,13.45,2.8,2.5,21.4,89.07,2.21,3.88,0.73,3.23,6.18,1.75,4.78,735.25
B,12.8,2.06,2.39,19.91,94.91,2.26,3.16,0.91,1.88,6.21,1.21,3.81,779.95
B,13.44,2.11,2.64,20.26,91.15,2.42,3.49,0.41,2.9,5.25,1.79,3.88,777.03
B,13.42,2.13,2.85,19.18,88.93,2.28,3.02,1.05,3.38,4.7,1.23,3.32,730.1
B,13.7,2.62,2.5,20.25,93.08,2.68,2.81,0.76,2.51,6.38,1.41,5.02,913.9
B,12.84,1.84,2.88,19.94,89.84,2.4,3.84,0.81,3.67,4.04,1.74,4.68,770.99
B,13.08,2.68,2.93,18.89,95.69,2.68,4.41,0.8,2.99,5.65,1.98,3.75,822.43
B,12.13,1.39,2.51,25.18,85.35,2.13,2.2,0.79,3.03,4.69,1.46,4.43,780.04
B,12.42,2.07,3.07,25.81,80.04,2.81,3.45,0.87,3.26,3.5,1.96,4.06,767.01
B,12.2,2.06,3.02,24.65,80.87,2.28,2.51,1.22,3.2,4.74,1.35,2.89,639.87
B,13.08,1.51,2.6,25.01,82.9,2.45,2.66,0.94,2.03,2.47,1.31,4.64,738.62
B,12.5,1.72,3.4,26.75,78.45,2.8,2.74,1.11,3.02,3.9,2.21,3.47,723.09
B,13,1.25,3.14,25.61,83.97,2.89,3.04,1.16,3.21,5.01,2.12,4.68,717.8
B,12.75,1.36,2.8,25.31,83.73,2.14,1.93,0.58,1.55,4,1.82,2.76,730.85
B,12.37,1.83,2.55,26.1,86.92,2.12,3.34,1.23,2.18,4.74,1.35,4.38,785.21
B,13.01,1.89,3.23,25.29,79.45,2.46,1.61,1.09,2.32,3.87,2.1,4.02,719.29
B,12.78,1.34,3.22,24.59,86.55,2.54,2.42,0.77,2.95,4.16,1.86,4.18,736.7
B,12.93,1.99,2.72,25.35,84.91,2.03,2.38,1.26,3.01,2.88,2.11,3.39,776.55
B,12.28,1.73,3.47,25.33,79.62,2.52,3.16,0.57,2.27,2.55,1.9,4.33,791.37
B,12.39,1.13,3.3,24.63,84.5,2.28,1.59,0.83,3.37,4.62,1.99,3.92,642.59
B,12.2,1.43,3.08,24.92,87.36,2.33,1.74,1,2.02,3.92,1.6,3.89,826.03
B,13.01,1.64,3.34,24.32,78.46,2.42,1.85,1.38,2.57,4.92,1.75,3.05,643.39
B,12.65,1.22,2.97,24.5,78.48,2.58,2.38,0.7,2.81,4.18,1.45,4.09,785.11
B,12.92,1.96,2.89,24.01,80.06,2.69,2.76,1.23,3.09,3.29,1.62,3.02,722.05
B,12.16,1.53,2.99,25.01,87.91,2.18,2.9,0.83,1.71,3.79,1.56,4.42,774.57
B,13.05,1.28,3.48,26.7,85.62,2.14,2.03,1.06,2.91,4.54,1.87,3.86,660.26
B,12.36,1.19,3.49,24.24,87.38,2.2,2.59,1.28,2.89,5.09,1.76,4.11,712.16
B,13.17,4.33,3.18,24.59,85.87,2.41,2.1,1.6,2.09,4.95,1.09,3.14,624.23
B,13.41,4.13,2.64,23.3,89.57,1.69,1.82,1.49,2.11,5.42,1.65,3.47,659.77
B,13.7,4.4,3.23,22.88,87.26,1.94,1.68,1.13,2.3,7.66,1.15,3.03,699.26
B,13.86,4.63,3.1,23.82,92.24,1.89,3.38,1.1,1.86,7.67,1.02,2.98,565.86
B,13.6,4.36,3.13,25.5,88.3,1.92,2.16,1.13,1.84,5.03,1.58,3.52,574.34
B,13.2,3.95,3.14,24.23,90.72,2.49,3.2,0.78,3.02,6.28,1.58,3.22,708.63
B,13.31,4.57,2.48,24.42,85.57,2.2,3.53,0.76,3.14,6.22,0.99,3.42,646.66
B,13.21,4.48,3.3,22.98,94.34,1.74,3.34,0.7,2.25,5.16,1.05,3.32,517.61
B,13.74,4.1,2.83,22.72,85.33,2.09,1.72,1.55,2.19,6.5,1.46,2.36,521.52
B,13.45,4.55,2.67,24.68,93.2,1.81,3.27,1.26,1.73,5.1,1.35,2.17,630.04
B,13.87,4.06,2.33,22.76,92.43,1.92,2.04,0.89,1.96,6.34,1.82,3.45,670.69
B,13.86,4.61,2.67,24.87,88.72,2.27,2.4,1.16,1.94,6.79,1.11,3.34,703.6
B,13.98,4.2,3,25.25,88.97,2.12,3.33,1.42,1.85,5.09,1.34,2.86,600.23
B,13.86,4.32,3.15,24.79,88.71,1.91,1.89,0.76,2.18,7.69,1.59,3.83,587.5
B,13.26,4.72,3.23,24.91,88.28,1.68,2.93,0.69,2.96,5.4,1.3,3.19,633.83
B,13.26,4.57,2.59,23.82,86.23,2.56,2.81,1.12,2.64,7.18,1.06,2.35,569.31
B,13.59,4.55,3.16,24.6,91.04,1.79,2.74,1.29,2.38,5.72,0.86,3.35,678.24
B,13.39,4.16,3.1,24.01,87.94,2.37,2.46,1.36,2.25,6.18,1.24,3.18,602.02
B,13.95,4.57,3.3,23.16,88.83,2.06,1.83,0.63,3.07,5.84,1.34,2.64,515.86
B,13.11,3.94,3.15,25.27,91.16,2.49,1.9,1.07,2.34,5.02,1.8,3.35,678.09
B,12.73,1.2,2.98,18.64,95.09,3.04,2.72,0.38,3.61,4.59,1.59,3.7,705.18
B,12.12,1.73,2.89,20.24,103.78,3.16,3.95,0.53,3.27,5.88,0.99,4.78,597.6
B,12.23,1.73,2.82,19.1,102.74,2.82,3.35,1.09,3.62,4.88,1.07,3.96,660.09
B,11.95,1.31,3.57,18.74,98.33,2.3,2.31,0.77,2.61,3.15,1.5,4.57,714.68
B,12.03,1.35,3.56,19.86,98.32,2.5,3.1,0.5,3.33,3.48,1.18,3.38,698.97
B,12.24,1.27,2.6,20.13,100.11,2.44,3.18,0.69,2.54,5.49,1.79,3.86,687.91
B,12.4,1.47,3.01,20.35,101.78,2.23,2.72,0.38,2.38,5.62,1.6,4.68,577.41
B,12.32,1.04,3.37,19.78,98.56,2.36,3.68,0.86,3.59,5.68,1.48,4,591.8
B,12.19,1.59,2.97,19.15,102.54,2.99,3.97,0.84,4.23,4.45,1.07,3.81,570.83
B,12.05,1.49,3.39,18.31,99.54,2.22,3.71,0.55,3.75,4.09,1.73,3.91,690.73
B,12.75,1.2,3.47,20.34,98.26,2.89,2.84,0.6,2.74,3.83,1.55,3.53,621.99
B,11.89,1.27,3.52,20.01,94.07,2.88,2.96,0.88,3.41,4.95,1.54,4.31,662.19
B,11.95,1.46,3.14,19.16,97.35,2.32,2.86,1.01,2.56,4.98,1.01,3.55,673.88
B,12.11,1.88,3.36,19.54,98.41,2.74,2.77,0.53,3.38,4,1.15,3.34,679.34
B,12.1,1.71,3.53,19.78,95.61,3.16,2.57,0.58,3.57,3.87,0.85,3.43,703.76
B,12.2,1.28,3.03,20.84,96.05,2.55,2.53,0.33,3.43,4.86,0.83,4.58,640.97
B,11.89,1.16,3.09,20.32,102.66,3.1,3.87,0.29,2.58,5.9,1.13,4.57,594.63
B,12.33,1.51,2.59,18.13,97.2,2.52,2.5,0.46,3.13,4.03,1.47,3.49,688.27
B,11.84,1.14,3.57,19.24,97.44,2.26,3.72,1.22,3.05,5.48,0.97,5.04,550.92
B,11.87,1.36,2.88,19.63,100.32,2.4,2.27,0.98,2.83,3.28,1.15,3.53,581.78
B,12.96,1.08,3.22,19.89,106.74,2.71,3.58,0.98,1.74,3.76,1.31,4.33,460.21
B,13.12,1.23,2.81,19.14,100.64,2.26,3.31,1.07,1.94,3.61,2.01,4.82,511.08
B,12.98,1.77,3.03,18.61,107.27,2.26,2.5,0.72,1.98,3.05,1.38,4.8,562.79
B,13.42,1.14,2.27,20.48,105.56,2.96,3.01,0.6,1.49,5.13,1.66,4.53,592.87
B,12.87,1.49,2.27,18.28,106.13,2.26,2.33,0.84,1.5,3.08,1.89,4.99,590.05
B,13.59,1.68,2.41,19.89,99.15,3.15,2.64,0.4,2.47,3.76,1.83,4.19,601.33
B,12.98,1.87,2.42,20.07,107.41,3.14,3.49,1.22,3.29,5.57,1.88,3.36,472.6
B,12.92,1.46,2.3,18.51,107.6,2.28,3.8,0.46,3.19,4.45,1.92,4.76,503.69
B,13.44,1.77,2.88,19.94,102.48,2.59,2.65,0.5,1.8,4.47,2,3.37,523.37
B,13.16,1.6,2.54,18.6,105.26,2.68,3.23,0.58,1.64,5.5,1.47,5.13,639.14
B,12.81,1.59,2.26,20.43,99.49,2.63,2.92,0.85,3.38,3.07,1.31,4.49,478.76
B,13.23,1.71,2.27,20.6,103.87,2.83,3.63,0.37,2.75,3.09,1.79,3.82,527.67
B,12.84,1.93,2.45,18.74,102.02,2.57,2.44,0.75,1.97,2.71,1.75,4.71,571.32
B,13.43,1.78,2.92,18.88,105.08,2.9,2.88,0.77,2.21,4.73,1.84,3.91,496.3
B,13.65,1.61,2.39,19.38,100.37,3.04,3.62,1.03,2.04,3.31,1.51,3.6,499.5
B,12.69,1.18,2.41,20.93,105.11,2.6,3.86,1.22,2.83,5.1,1.8,4.69,625.47
B,12.73,1.88,3.2,18.08,106.13,2.3,1.98,0.67,2.29,4.14,1.81,4.23,624.09
B,12.99,1.71,3.02,19.31,103.68,3.18,2.01,0.7,1.96,2.63,1.32,5.14,533.28
B,13.07,1.9,2.89,20.26,100.88,2.77,3.1,0.4,1.65,5.34,2.11,4.81,461.93
B,12.74,1.07,2.46,18.69,102.66,2.63,3.57,1.26,1.78,3.36,1.53,3.33,544.91
B,12.69,2.55,2.51,23.32,99.09,1.97,2.01,0.63,1.72,3.25,1.9,3.1,595.7
B,12.7,1.98,3.31,23.28,94.87,2.36,3.29,1.25,2.02,3.6,1.82,3.65,508.88
B,12.33,2.09,2.45,23.55,93.08,2.52,3.08,0.54,2.2,5.17,2.26,4.25,625.17
B,12.53,1.62,3.11,24.48,93.5,2.19,2.17,1.14,2.94,2.56,1.75,2.62,578.83
B,12.4,2.1,2.64,23.5,94.35,2.31,2.63,0.64,2.31,3.94,1.48,3.13,677
B,13.01,2.37,3.24,25.75,92.84,2.4,3.08,1.19,3.55,4.3,1.45,3.61,495.63
B,12.95,1.93,2.99,23.08,98.62,2.61,1.9,0.66,2.37,2.68,1.79,4.14,510.28
B,13.14,2.45,2.73,24.83,97.01,2.11,2.21,0.92,3.08,3.51,2.29,3.38,501.01
B,12.53,1.73,2.87,24.95,99.7,2.74,2.16,1.18,3.41,3.19,1.93,2.33,562.86
B,12.87,2.16,2.86,23.73,90.7,1.79,1.7,1.38,2.45,5.26,2.23,2.6,591.74
B,12.56,2.13,3.01,23.09,96.07,2.53,2.27,1.14,1.96,4.29,1.56,3.63,639.85
B,12.71,2.18,2.62,23.1,98.57,2.24,3.46,1.01,3.55,3.7,1.52,3.77,682.97
B,13,1.98,3.15,25.78,97.89,1.81,2.76,0.72,2.2,2.74,1.53,3.76,641.79
B,13.04,2.26,3.22,25.13,95.49,1.91,2.78,0.75,3.12,4.93,2.19,3.53,501.08
B,12.37,2.29,3.05,24.61,91.14,2,2.89,1.41,2.94,2.86,1.86,2.34,603.35
B,13.15,1.67,2.45,25.22,93.7,2.6,2.28,0.5,3.34,3.13,1.64,4.16,526.38
B,12.99,2.53,2.45,24.81,92.51,2,2.99,1.02,2.7,3.45,2.12,3.33,664.74
B,12.35,2.59,2.62,23.12,95.63,2.13,2.37,0.6,2.17,4.67,2.2,2.31,675.83
B,12.41,2.21,2.88,25.65,91.15,2.33,2.15,1.43,2.75,4.52,1.92,2.66,556.8
B,13.14,2.21,2.62,24.88,95.65,2.62,2.05,1.02,2.23,4.45,2.3,3.49,526.4
B,11.88,1.96,3.33,26.02,90.26,1.97,1.99,1.3,1.81,2.92,1.36,4,715.51
B,12.37,2.6,2.68,26.93,89.67,2.28,2.42,0.75,1.9,2.61,1.42,3.81,618.04
B,12.47,2.42,3.56,28.9,89.86,2.49,1.94,0.72,2.62,4.67,1.88,3.72,685.45
B,11.88,2.42,3.05,28.84,91.18,2.6,2.67,0.56,2.46,3.15,1.97,4.9,713.64
B,11.94,1.91,2.95,28.8,93.61,2.38,2.66,1.13,1.87,4.66,2.08,4.35,711.6
B,11.8,1.88,3.24,27.85,97.35,2.42,2.57,1.38,2.84,4.29,1.52,3.22,666.61
B,12.43,2.09,3.29,26.17,97.14,1.99,2.17,1.3,2.74,3.46,2.14,4.21,681.73
B,11.98,1.72,3.59,28.54,93.26,2.05,3.46,0.59,3.33,4.17,1.83,3.7,690.63
B,12.44,2.19,3.07,26.35,91.04,2.53,2.22,0.74,3.02,2.83,1.84,3.75,639.41
B,11.93,1.84,3.5,27.27,91.85,2.14,2.8,1.06,2.22,4.49,2.14,4.9,578.71
B,12.13,2.55,2.86,27.48,89.22,2.83,2.87,1.14,2.96,4.8,1.52,5.19,584.6
B,11.92,2.25,3.3,27.38,97.21,2.75,2.85,1.32,2.86,3.08,1.44,4.03,574.84
B,12.65,2.61,3.49,27.54,97.12,2.81,2.76,1.24,2.89,4.07,1.39,3.81,674.67
B,12.6,2.2,2.68,26.13,96.28,2.32,2.64,1.35,1.98,4.71,1.98,3.44,609.93
B,12.48,2.47,2.95,27.74,94.64,2.39,3.53,1.15,2.14,5.58,1.9,3.87,741.95
B,12.29,2.04,3.2,27.62,92.65,2.23,3.55,1.18,2.59,5.1,1.95,4.07,677.98
B,11.85,1.98,3.54,28.3,93.15,2.7,2.78,0.65,1.71,3.2,1.61,3.53,680.03
B,11.99,2.17,3.37,26.18,93.93,2.92,2.65,0.82,1.92,3.75,2.12,3.43,650.91
B,11.7,1.69,2.78,26.01,93.12,2.67,3.25,0.45,1.6,2.61,1.43,3.55,604.99
B,12.64,2.23,3.02,26.34,88.24,2.46,2.5,1.17,2.12,3.52,2.3,5,586.64
B,12.32,2.07,3.24,24.11,87.46,2.58,2.47,0.51,2.37,3.28,1.98,3.12,684.89
B,11.74,2.3,2.99,23.9,88.91,2.71,2.7,0.91,1.74,4.83,1.27,3.54,800.65
B,12.08,2.2,3.05,21.65,84.78,2.26,3.59,0.56,1.45,5.65,1.82,3.82,773.4
B,12.55,2.29,3.4,22.32,89.79,2.91,2.1,0.92,2.46,3.75,1.84,3.29,787.23
B,12.52,2.62,3.04,23.47,89.26,2.1,1.75,0.98,2.93,3.94,1.01,4.66,744.87
B,12.28,2.98,2.86,22.96,89.37,2.54,2.79,1,2.1,3.25,1.76,3.29,809.59
B,11.91,2.48,3.01,22.47,84.5,2.77,2.92,1,2.13,4.19,1.88,3.87,717.52
B,12.49,2.67,3.37,24.22,84.49,2.76,3.05,0.83,2.53,3.15,1.43,3.31,790.53
B,11.98,2.55,3.45,22.78,89.56,2.65,3.03,1.11,2.04,4.34,1.4,2.81,824.07
B,11.84,2.46,2.79,22.74,84.97,2.07,3.68,1.23,2.67,2.95,1.39,4.55,830.94
B,12.51,2.97,2.96,22.56,87.65,2.82,2.84,1.31,2.5,4,1.47,4.58,840.33
B,12.48,2.3,2.54,23.79,92.03,2.46,2.98,1.4,1.99,3.63,1.74,2.81,869.81
B,12.62,2.76,3.25,21.65,87.27,2.42,1.92,0.5,2.68,2.98,1.85,3.3,856.64
B,12.14,2.76,2.7,24.2,93.22,2.9,3.03,1.02,2.29,3.14,1.73,4.14,876.18
B,12.11,3.04,2.51,24.24,87.58,2.18,2.33,1.11,1.53,3.46,1,3.51,877.79
B,12.08,2.16,2.58,22.26,84.75,2.77,2.47,0.58,3.31,4.24,1.3,3.61,739.1
B,11.95,2.5,2.64,22.46,89.13,2.9,3.36,1.24,3.07,5.17,1.13,4.2,809.29
B,12.28,2.54,2.9,23.05,92.73,2.54,2.14,0.77,1.48,4.76,1.78,2.87,714.63
B,12.08,2.88,3.38,23.57,84.8,2.86,2.04,1.38,1.38,5.62,1.12,4.38,837.69
B,11.88,2.42,2.48,23.55,93.77,2.24,2.72,1.13,2.29,4.77,1.3,3.12,753.49
B,12.32,1.64,2.39,24.39,78.51,2.91,3.31,1.09,2.77,4.13,1.17,3.67,645.14
B,12.93,2.27,3.14,25.87,72.35,2.75,2.95,0.75,2.26,1.97,2.06,4.29,775.05
B,12.95,1.86,2.31,25.99,73.57,3.12,2.27,0.56,2.85,2.94,1.36,4.14,743.04
B,13.05,1.89,2.35,25.35,75.56,2.85,3.38,1.34,3.28,1.93,1.41,4.83,739.22
B,12.6,1.74,2.56,23.98,72.53,2.97,2.02,0.74,1.7,3.51,1.46,4.16,722.65
B,12.73,1.96,3.1,26.53,78.64,2.78,2.03,0.51,1.5,4.12,1.48,4.17,731.72
B,12.24,2.03,2.76,25.21,78.88,2.98,1.59,0.48,2.54,2.39,1.68,3.66,723.8
B,12.49,2.14,2.63,23.83,71.49,2.43,3.51,0.85,1.82,4.68,1.35,3.91,666.35
B,12.69,2.32,2.52,25.09,73.58,3.14,1.6,0.49,2.6,3.27,1.11,3.46,718.59
B,12.41,1.79,2.96,26.41,76.26,2.86,3.26,1.01,3,3.71,1.49,4.75,697.4
B,12.98,2.21,2.6,23.67,72.96,2.45,1.84,1.26,2.17,2.89,1.12,4.09,749.7
B,12.83,1.35,3.23,26.31,79.73,3.1,2.36,0.8,1.7,2.08,1.96,4.69,685.39
B,12.89,1.67,2.48,25.75,79.57,3.01,1.68,0.59,2.84,2.75,1.84,4.86,666.66
B,12.49,2.1,2.4,25.44,77.25,2.45,1.87,1.4,1.61,2.58,1.86,4.74,689.08
B,12.7,1.64,2.5,25.33,76.12,2.85,2.64,1.29,1.64,3.43,1.62,5.1,785
B,12.09,1.94,3.12,25.95,78.84,2.59,3.03,1.19,1.88,3.7,1.41,3.87,733.56
B,12.28,2.04,2.94,24.08,72.66,2.54,3.49,1.29,2.48,2.67,1.39,3.35,655.06
B,12.29,1.79,2.86,25.1,70.34,2.3,1.61,1.35,2.15,1.92,2.04,4.71,690.55
B,12.83,1.88,3.08,25.29,78.17,2.75,1.65,1,2.08,4.03,1.7,3.44,810.26
B,12.25,1.35,3,24.47,70.13,2.83,3.37,0.75,2.03,4.05,1.5,3.28,741.18
B,12.67,1.95,3.14,19.11,89.1,1.85,3.05,1.15,1.74,5.38,1.66,3.87,480.4
B,12.66,2.34,2.4,21.27,90.31,2.04,2.11,0.75,3.51,4.48,1.87,4.01,613.64
B,12.56,2.42,3.3,20.52,82.95,1.69,3.35,1.27,1.96,4.61,1.75,2.73,676.58
B,12.73,1.97,2.55,21.2,85.73,1.65,1.87,0.86,3.57,4.73,1.72,3.19,592.61
B,12.54,2.01,2.66,20.4,88.17,1.98,3.35,0.82,3.03,3.14,1.29,3.15,547.33
B,13.04,2.05,2.87,18.64,82.28,2.34,1.75,1.42,2.14,3.61,1.58,2.89,485.67
B,12.63,2.57,2.46,20.12,87.95,2.23,1.7,0.68,3.13,4.63,1.31,3.01,543.22
B,12.96,1.92,3.04,18.86,84.77,2.23,3.19,1.44,3.5,4,1.42,2.56,544.26
B,12.73,2.41,2.47,19.15,89.08,2.42,2.66,0.98,3.41,3.82,1.39,3.39,620.54
B,12.43,2.08,2.9,18.58,89.25,1.87,2.64,0.78,1.95,4.27,2.03,3.69,656.1
B,12.49,2.48,3.15,20.76,84.33,1.61,3.08,1.49,3.52,3.55,1.97,3.52,588.65
B,12.2,1.99,3.02,21.39,89.52,2.49,1.91,1.06,3.02,3.23,2.08,3.86,549.29
B,12.11,1.84,2.74,19.66,86.2,2.02,3.3,1.09,2.77,2.61,1.89,2.52,548.41
